no	file_name	memos			GPS
1	2019-09-04_11-59-04_000.jpg	:m 食べた物			N-35-35-28.29 E-139-34-49.93
2	2019-09-04_15-16-26_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-28.07 E-139-34-49.43
3	2019-09-04_15-31-44_000.jpg				N-35-35-29.37 E-139-34-50.53
4	2019-09-04_15-32-14_000.jpg				N-35-35-28.41 E-139-34-49.6
5	2019-09-04_15-32-38_000.jpg				N-35-35-28.41 E-139-34-49.6
6	2019-09-04_15-33-23_000.jpg				N-35-35-28.74 E-139-34-49.54
7	2019-09-04_15-34-24_000.jpg				N-35-35-28.67 E-139-34-49.65
8	2019-09-04_15-34-30_000.jpg				N-35-35-28.07 E-139-34-49.76
9	2019-09-04_15-40-21_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-35-52.24 E-139-35-36.29
10	2019-09-04_16-38-13_000.jpg				N-35-35-28.55 E-139-34-49.71
11	2019-09-04_16-38-42_000.jpg				N-35-35-28.72 E-139-34-49.49
12	2019-09-04_16-41-35_000.jpg				N-35-35-29.43 E-139-34-50.04
13	2019-09-04_16-42-11_000.jpg				N-35-35-29.03 E-139-34-49.71
14	2019-09-04_16-43-06_000.jpg				N-35-35-28.99 E-139-34-49.65
15	2019-09-04_16-45-37_000.jpg				N-35-35-28.99 E-139-34-49.65
16	2019-09-04_17-38-50_000.jpg	:m XXX			N-35-35-29.32 E-139-34-50.37
17	2019-09-04_18-11-26_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-27.98 E-139-34-48.78
18	2019-09-04_20-38-05_000.jpg	:m 食べた物			N-35-35-13.67 E-139-34-45.21
19	2019-09-04_21-34-03_000.jpg				N-35-35-57.98 E-139-35-47.77
20	2019-09-05_04-33-07_000.jpg	:m 記録 / お酒			N-35-35-22.2 E-139-34-48.39
21	2019-09-05_05-02-06_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.11 E-139-34-49.76
22	2019-09-05_05-36-35_000.jpg				N-35-35-28.34 E-139-34-49.87
23	2019-09-05_05-48-37_000.jpg				N-35-35-5.24 E-139-34-52.95
24	2019-09-05_06-28-29_000.jpg				N-35-37-3.22 E-139-42-48.38
25	2019-09-05_06-28-50_000.jpg				N-35-37-2.82 E-139-42-50.25
26	2019-09-05_06-29-12_000.jpg				N-35-37-2.77 E-139-42-50.09
27	2019-09-05_06-29-31_000.jpg				N-35-37-2.75 E-139-42-49.76
28	2019-09-05_06-29-39_000.jpg	:m 食べた物　間食 / 砂糖菓子			N-35-37-2.75 E-139-42-49.76
29	2019-09-05_06-29-44_000.jpg	:m 食べた物　間食 / 砂糖菓子			N-35-37-2.75 E-139-42-49.76
30	2019-09-05_06-34-02_000.jpg				N-35-37-2.97 E-139-42-49.7
31	2019-09-05_06-34-16_000.jpg				N-35-37-3.19 E-139-42-49.76
32	2019-09-05_06-34-26_000.jpg				N-35-37-3.61 E-139-42-50.09
33	2019-09-05_06-34-41_000.jpg	UNKNOWN			N-35-37-3.01 E-139-42-49.81
34	2019-09-05_06-34-56_000.jpg	UNKNOWN			N-35-37-2.93 E-139-42-49.76
35	2019-09-05_08-35-31_000.jpg				N-35-37-0.94 E-139-42-54.15
36	2019-09-05_08-35-43_000.jpg				N-35-37-0.94 E-139-42-54.15
37	2019-09-05_18-19-17_000.jpg				N-35-35-25.15 E-139-34-49.54
38	2019-09-05_18-55-51_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-27.94 E-139-34-49.27
39	2019-09-05_20-35-39_000.jpg	:m 食べた物			N-35-35-29.12 E-139-34-51.03
40	2019-09-06_00-11-26_000.png	
41	2019-09-06_02-31-39_000.jpg				N-35-35-20.02 E-139-34-54.16
42	2019-09-06_08-19-08_000.jpg				N-35-35-24.59 E-139-34-49.22
43	2019-09-06_09-17-20_000.jpg	:m 記録 / お酒			N-35-35-23.19 E-139-34-46.47
44	2019-09-06_09-17-57_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-29.11 E-139-34-49.43
