no	file_name	memos			GPS
1	2019-09-18_09-43-40_000.jpg	:m RES 1-3*3 / free# JVEMV6 44#5.1_2X / 44. currency / 5. ea tools / 1. first / memo			N-35-35-29.22 E-139-34-49.6
2	2019-09-18_10-05-41_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.48 E-139-34-49.98
3	2019-09-18_11-19-07_000.jpg	:m 食べた物			N-35-35-28.16 E-139-34-49.98
4	2019-09-18_15-33-23_000.jpg				N-35-35-28.22 E-139-34-50.04
5	2019-09-18_17-04-17_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-28.33 E-139-34-49.98
6	2019-09-18_17-10-19_000.jpg				N-35-35-28.5 E-139-34-49.87
7	2019-09-18_17-14-15_000.jpg				N-35-35-28.3 E-139-34-49.87
8	2019-09-18_17-14-59_000.jpg				N-35-35-29.1 E-139-34-49.38
9	2019-09-18_18-13-16_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-35-28.79 E-139-34-49.49
10	2019-09-18_20-50-20_000.jpg	:m 食べた物			N-35-35-28.33 E-139-34-50.04
11	2019-09-18_21-22-08_000.jpg				N-35-35-28.16 E-139-34-49.82
12	2019-09-18_21-25-39_000.jpg				N-35-35-28.67 E-139-34-49.54
13	2019-09-18_21-31-27_000.jpg				N-35-35-28.7 E-139-34-49.38
14	2019-09-18_22-39-37_000.png	
15	2019-09-19_05-08-54_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.33 E-139-34-49.98
16	2019-09-19_05-39-47_000.jpg				N-35-35-28.52 E-139-34-49.87
17	2019-09-19_05-40-46_000.jpg				N-35-35-28.44 E-139-34-49.82
18	2019-09-19_05-40-53_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-35-28.44 E-139-34-49.71
19	2019-09-19_07-08-08_000.jpg				N-35-42-38.29 E-139-41-25.88
20	2019-09-19_07-08-11_000.jpg				N-35-42-38.29 E-139-41-25.88
21	2019-09-19_07-08-15_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-42-38.29 E-139-41-25.88
22	2019-09-19_07-08-42_000.jpg				N-35-42-38.03 E-139-41-26.26
23	2019-09-19_07-08-52_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-42-38.13 E-139-41-26.81
24	2019-09-19_07-09-19_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-42-38.3 E-139-41-27.47
25	2019-09-19_07-47-16_000.jpg	:m X-X*X RES / 245 / 『古典場から量子場への道』　高橋康 / p.XX			N-35-42-36.85 E-139-41-27.91
26	2019-09-19_07-47-19_000.jpg				N-35-42-36.85 E-139-41-27.96
27	2019-09-19_07-47-21_000.jpg	:m 1*1 res VX7GLZ / 28#12_1.XX / 28. physics / 12. twistor / 1. lie groups			N-35-42-36.85 E-139-41-27.96
28	2019-09-19_07-47-23_000.jpg				N-35-42-36.9 E-139-41-27.58
29	2019-09-19_07-47-30_000.jpg				N-35-42-36.9 E-139-41-27.58
30	2019-09-19_07-49-42_000.jpg				N-35-42-37.64 E-139-41-27.8
31	2019-09-19_20-34-13_000.jpg	:m 食べた物			N-35-35-28.5 E-139-34-49.65
32	2019-09-20_00-12-50_000.png	
33	2019-09-20_00-23-46_000.png	
34	2019-09-20_07-30-35_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.42 E-139-34-49.82
