no	file_name	memos			GPS
1	2019-08-13_11-46-32_000.jpg	:m 食べた物			N-35-35-57.22 E-139-35-1.63
2	2019-08-13_13-56-57_000.png	
3	2019-08-13_14-11-52_000.png	
4	2019-08-13_14-19-47_000.png	
5	2019-08-13_15-01-31_000.jpg				N-35-35-28.33 E-139-34-49.11
6	2019-08-13_18-05-34_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX s.4:XXX s.5:XXX s.6:XXX s.7:XXX			N-35-35-24.1 E-139-34-48.83
7	2019-08-13_18-29-14_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-24.22 E-139-34-48.78
8	2019-08-13_19-28-19_000.jpg				N-35-35-17.2 E-139-34-42.84
9	2019-08-13_19-28-19_001.jpg				N-35-35-23.67 E-139-34-47.62
10	2019-08-13_19-28-26_000.jpg				N-35-35-23.82 E-139-34-47.18
11	2019-08-13_20-46-05_000.jpg	:m 食べた物			N-35-35-28.38 E-139-34-50.42
12	2019-08-13_22-26-02_000.png	
13	2019-08-14_07-27-10_000.jpg				N-35-35-28.37 E-139-34-49.87
