no	file_name	memos			GPS
1	2019-09-13_11-25-54_000.jpg				N-35-35-28.34 E-139-34-49.93
2	2019-09-13_11-26-30_000.jpg	:m XXX			N-35-35-28.68 E-139-34-49.98
3	2019-09-13_11-26-58_000.jpg	:m XXX			N-35-35-28.67 E-139-34-49.54
4	2019-09-13_11-27-12_000.jpg	:m XXX			N-35-35-28.71 E-139-34-49.6
5	2019-09-13_11-27-55_000.jpg	:m XXX			N-35-35-28.61 E-139-34-49.71
6	2019-09-13_12-01-43_000.jpg	:m 食べた物			N-35-35-28.35 E-139-34-49.76
7	2019-09-13_14-21-00_000.jpg				N-35-34-5.39 E-139-33-15.17
8	2019-09-13_14-21-22_000.jpg				N-35-34-4.98 E-139-33-15.06
9	2019-09-13_15-30-59_000.jpg	:m 食べた物			N-35-41-35.31 E-139-46-21.57
10	2019-09-13_17-05-35_000.jpg				N-35-35-28.45 E-139-34-49.6
11	2019-09-13_17-13-06_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-28.55 E-139-34-49.98
12	2019-09-13_17-13-59_000.jpg	:bookmemo / 読んだ本 / 『XXX』 / 著者=XXX			N-35-35-28.45 E-139-34-49.6
13	2019-09-13_18-31-32_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-28.46 E-139-34-49.38
14	2019-09-13_20-28-54_000.jpg	:m 食べた物			N-35-35-28.38 E-139-34-50.04
15	2019-09-14_07-13-00_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.44 E-139-34-49.38
