no	file_name	memos			GPS
1	2019-08-01_11-48-44_000.jpg	:m 食べた物			N-35-35-24.12 E-139-34-49.87
2	2019-08-01_13-01-26_000.jpg	UNKNOWN			N-35-35-24.15 E-139-34-49.65
3	2019-08-01_13-52-17_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX s.4:XXX s.5:XXX s.6:XXX s.7:XXX			N-35-35-28.88 E-139-34-49.82
4	2019-08-01_15-13-49_000.jpg				N-35-35-28.94 E-139-34-50.26
5	2019-08-01_18-12-39_000.jpg	:m music / log / kb / s.1:XXX s.2:XXX s.3:XXX s.4:XXX s.5:XXX s.6:XXX s.7:XXX			N-35-35-28.88 E-139-34-49.27
6	2019-08-01_20-57-43_000.jpg	:m 食べた物			N-35-35-22.64 E-139-34-48.83
7	2019-08-02_01-03-13_000.jpg				N-35-35-23.59 E-139-34-49.0
8	2019-08-02_07-58-54_000.jpg				N-35-35-24.32 E-139-34-49.87
9	2019-08-02_08-06-02_000.jpg	:m XXX			N-35-35-23.73 E-139-34-49.0
10	2019-08-02_08-06-18_000.jpg	:m XXX			N-35-35-27.17 E-139-34-50.7
11	2019-08-02_08-06-28_000.jpg	:m XXX			N-35-35-27.65 E-139-34-50.53
12	2019-08-02_08-06-38_000.jpg	:m XXX			N-35-35-27.82 E-139-34-50.15
