no	file_name	memos			GPS
1	2019-08-17_12-18-56_000.jpg	:m 食べた物			N-35-35-24.06 E-139-34-49.6
2	2019-08-17_16-38-05_000.jpg	UNKNOWN			N-35-35-23.67 E-139-34-49.0
3	2019-08-17_18-15-48_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-28.5 E-139-34-49.76
4	2019-08-17_20-42-46_000.jpg	:m 食べた物			N-35-35-25.83 E-139-34-49.16
5	2019-08-18_00-23-10_000.jpg				N-35-35-28.93 E-139-34-49.43
6	2019-08-18_06-36-26_000.jpg				N-35-35-28.85 E-139-34-49.49
7	2019-08-18_07-12-05_000.jpg	:m 記録 / お酒			N-35-35-24.06 E-139-34-48.83
8	2019-08-18_07-12-53_000.jpg	:m XXX			N-35-35-28.57 E-139-34-49.6
