no	file_name	memos			GPS
1	2019-11-16_13-25-28_000.jpg	:m 食べた物　間食 / 味噌スープ			N-35-35-28.55 E-139-34-49.32
2	2019-11-16_15-17-15_000.jpg	:m 食べた物			N-35-35-28.42 E-139-34-49.82
3	2019-11-16_18-38-01_000.jpg	:m music / log / gt / || s.1:XXX || s.2:XXX || s.3:XXX || s.4:XXX || s.5:XXX || s.6:XXX || s.7:XXX			N-35-35-28.53 E-139-34-49.38
4	2019-11-16_20-46-21_000.jpg	:m 食べた物			N-35-35-28.4 E-139-34-49.93
5	2019-11-17_02-14-47_000.jpg				N-35-35-28.37 E-139-34-49.76
6	2019-11-17_07-14-04_000.jpg				N-35-35-28.46 E-139-34-49.71
